chevere;5
super;5
bacano ;5
buen trip;5
placer;5
muy bueno;5
cheveruco;5
bacan;5
excelente;5
excelente;5
belleza;5
chéverisimo;5
guayaco;5
chevere;5
bacan;5
excelente;5
excelente;5
chevere;5
chevere;5
pro;5
genial;5
excelente;5
profesional;5
bien;5
chevere;5
maximo;5
genial;5
bueno;5
genial;5
increible;5
excelente;5
pepisima;5
chevere;5
excelente;5
bueno;5
excelente;5
integra;5
excelente;5
nivel;5
mis respetos ;5
excelente;5
belleza;5
bueno ;5
increible;5
excelente;5
maximo;5
chevere;5
súper bueno;5
epico;5
maximo;5
epico;5
excelente;5
maximo;5
maximo;5
chevere;5
chevere;5
bacan;5
seria;5
chevere;5
chevere;5
excelente;5
excelente;5
buenísimo;5
espectacular ;5
excelente;5
perfecto;5
belleza;5
pepa;5
cool;5
chevere;5
chevere;5
bueno;5
bacansísima;5
excelente;5
increíble ;5
belleza;5
chevere;5
buen trip;5
chepo;5
pepa;5
bacan;5
del hp;5
super;5
barcelona;5
brother;5
excelente;5
cheverisima ;5
increíble ;5
increible;5
nivel;5
grande;5
apropiada ;5
chevere;5
chevere;5
excelente;5
maximo;5
bueno;5
buena onda;5
buenísimo ;5
excelente;5
cool;5
grande;5
chevere;5
chevere;5
excelentisima ;5
chevere;5
chevere;5
increíble ;5
excelente;5
pepa;5
increible;5
panisima;5
bacan;5
mejor;5
super;5
posi;5
espectacular;5
belleza;5
nivel;5
chevere;5
excelente;5
excelente;5
increible;5
maximo;5
posi;5
cheverisimo;5
chevere;5
muy buena;5
excelente;5
excelente;5
arrecho;5
chevere;5
chevere;5
genial;5
cheverísimo;5
increíble ;5
chevere;5
posi;5
arrecho;5
excelente;5
hermoso;5
súper buena;5
pinta;5
bacan;5
increíble ;5
excelente;5
excelente;5
excelente;5
excelente;5
bacan;5
excelente;5
excelente;5
chevere;5
a todo dar;5
maximo;5
maximo;5
belleza;5
bueno ;5
increible;5
excelente;5
maximo;5
maximo;5
super;5
épico;5
maximo;5
garantizado;5
excelente;5
maximo;5
maximo;5
chevere;5
chevere;5
bacan;5
seria;5
genial;5
nivel;5
arrecho;5
excelente;5
buenísimo;5
espectacular ;5
excelente;5
perfecto;5
belleza;5
pepa;5
cool;5
chevere;5
chevere;5
buena;5
bacansísima;5
excelente;5
increíble ;5
belleza;5
chevere;5
posi;5
excelente;5
excelente;5
hermoso;5
súper buena;5
pinta;5
bacan;5
increíble ;5
excelente;5
excelente;5
excelente;5
nivel;5
bacan;5
excelente;5
excelente;5
chevere;5
a todo dar;5
maximo;5
bacan;5
belleza;5
bueno ;5
belleza;5
excelente;5
nivel;5
maximo;5
super bueno;5
épico;5
belleza;5
garantizado;5
belleza;5
maximo;5
bacana;5
chevere;5
chevere;5
muy bacan;5
posi;5
excelente;5
excelente;5
hermoso;5
súper buena;5
pinta;5
bacan;5
increíble ;5
excelente;5
excelente;5
excelente;5
excelente;5
belleza;5
excelente;5
excelente;5
excelente;5
hermoso;5
súper buena;5
pinta;5
bacan;5
excelente;5
excelente;5
excelente;5
hermoso;5
súper buena;5
pinta;5
bacan;5
increíble ;5
excelente;5
excelente;5
excelente;5
excelente;5
bacan;5
excelente;5
excelente;5
chevere;5
a todo dar;5
maximo;5
maximo;5
belleza;5
bueno ;5
increible;5
excelente;5
maximo;5
chevere;5
belleza;5
bueno ;5
increible;5
excelente;5
maximo;5
maximo;5
belleza;5
épico;5
maximo;5
garantizado;5
excelente;5
maximo;5
maximo;5
maximo;5
chevere;5
belleza;5
bueno ;5
increible;5
excelente;5
maximo;5
maximo;5
super;5
épico;5
maximo;5
garantizado;5
excelente;5
maximo;5
maximo;5
chevere;5
chevere;5
muy bacan;5
maximo;5
power;5
belleza;5
bueno ;5
increible;5
power;5
maximo;5
maximo;5
súper buena;5
épico;5
maximo;5
garantizado;5
excelente;5
maximo;5
bacano ;5
chevere;5
chevere;5
maximo;5
genial;5
excelente;5
bueno ;5
maximo;5
excelente;5
maximo;5
maximo;5
power;5
épico;5
increible;5
garantizado;5
excelente;5
epico;5
maximo;5
chevere;5
chevere;5
epico;5
excelente;5
belleza;5
bueno ;5
maximo;5
excelente;5
power;5
maximo;5
súper buena;5
épico;5
bacansisimo;5
super chevere;5
excelente;5
pepisima;5
maximo;5
chevere;5
chevere;5
super;5
bacano ;5
buen trip;5
un placer;5
muy bueno;5
cheveruco;5
bacan;5
excelente;5
excelente;5
posi;5
chevere;5
chevere;5
chevere;5
bacan;5
buenisimo;5
pepa;5
del hijueputa;5
maximo;5
chevere;5
belleza;5
bueno ;5
increible;5
excelente;5
espectacular;5
maximo;5
súper buena;5
épico;5
maximo;5
garantizado;5
del hijueputa;5
posi;4
buena;4
chevere;4
nota;4
gusto;4
bueno;4
templado;4
suave;4
bueno;4
buena;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
buen;4
bacan;4
pasable;4
interesante ;4
bacan;4
chevere;4
bueno;4
buen trip;4
buena;4
bueno;4
ta chato;4
muy bueno;4
buen trip;4
buen trip;4
interesante;4
la mejor;4
posi;4
bacan;4
bueno;4
lujo;4
buen trip;4
súper bien ;4
bueno;4
bacan;4
chevere;4
muy bueno;4
súper bien;4
super;4
bueno;4
decente;4
bacan;4
mas o menos;4
bkn;4
linda gente;4
medio;4
maso;4
bacan;4
decente ;4
increíble;4
muy bien;4
espectacular;4
muy bueno;4
bueno;4
dato;4
posi;4
bien;4
esta bien;4
muy bueno;4
bueno;4
maso;4
bien posi;4
suave;4
chévere ;4
la joda;4
pana;4
buen trip;4
linda persona;4
gracias;4
chevere;4
dato;4
buen trip;4
bien ;4
ese man;4
positivo;4
suave;4
genial ;4
chevere;4
cool;4
bueno;4
chevere;4
bacan;4
chevere;4
bueno;4
bueno;4
regular;4
bacán ;4
bueno;4
muy buena;4
dato;4
bien;4
cool;4
bueno ;4
buena;4
bueno;4
tranqui;4
bueno ;4
bueno;4
posi;4
cool;4
dato;4
bien;4
bonito;4
dato;4
chato;4
cool;4
posi;4
muy buena;4
bueno;4
muy buena;4
buena;4
buen trip;4
ta bien;4
buena;4
bacan;4
buena;4
buena;4
posi;4
normal;4
bueno;4
bacan;4
fresco;4
cool;4
bueno;4
chevere;4
mas o menos;4
buen trip;4
chevere;4
bueno;4
chevere;4
buen trip;4
propio;4
chevere;4
buena;4
muy buena;4
chevere;4
muy bueno;4
aceptable;4
bueno;4
buena;4
buena;4
buena;4
esta bien;4
chévere;4
suave;4
bueno;4
buena;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
buen;4
bacan;4
pasable;4
regular 3/4 ;4
bacan;4
chevere;4
apoyo;4
buen trip;4
buena;4
bueno;4
posi;4
muy buenapor...;4
buen trip;4
buen trip;4
interesante;4
la mejor;4
posi;4
bacan;4
bueno;4
lujo;4
buen trip;4
súper bien ;4
buena;4
bacan;4
chevere;4
muy buena;4
súper bien;4
super;4
buena;4
buena;4
bacan;4
muy buena;4
bueno;4
muy buena;4
buena;4
agradable;4
ta bien;4
buena;4
bacan;4
bien;4
bueno;4
bueo;4
buena;4
arrecho ;4
bacan;4
fresco;4
sonrio;4
bueno;4
chevere;4
chevere;4
buen trip;4
chevere;4
bueno;4
chevere;4
buen trip;4
propio;4
chevere;4
buena;4
muy buena;4
chevere;4
muy bueno;4
aceptable;4
bueno;4
buena;4
buena;4
buena;4
esta bien;4
chévere;4
suave;4
bueno;4
buena;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
buen;4
chevere;4
pasable;4
regular 3/4 ;4
bacan;4
chevere;4
apoyo;4
buen trip;4
buena;4
bueno;4
posi;4
bien;4
buen trip;4
buen trip;4
interesante;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
buen;4
wue bacan;4
pasable;4
regular 3/4 ;4
bacan;4
chevere;4
apoyo;4
buen trip;4
buena;4
bueno;4
posi;4
buena;4
chevere;4
buen trip;4
mucho gusto;4
bueno;4
templado;4
suave;4
bueno;4
buena;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
bueno;4
bacam;4
pasable;4
interesante ;4
bacan;4
chevere;4
apoyo;4
buen trip;4
buena;4
bueno;4
posi;4
buena;4
buen trip;4
bueno;4
buen trip;4
buen trip;4
posi;4
muy buena;4
excelente;4
buen trip;4
interesante;4
pepa;4
buen trip;4
verídico ;4
bueno;4
posi;4
bueno;4
buena;4
bien ;4
buena;4
suave;4
buena;4
muy buena;4
buen;4
bacan;4
pasable;4
pasa;4
bacan;4
chevere;4
apoyo;4
excelente;4
buen trip;4
bueno;4
normal;4
buena;4
chevere;4
buen trip;4
mucho gusto;4
bueno;4
bueno;4
posi;4
buena;4
excelente;4
buen trip;4
interesante;4
pepa;4
bueno;4
verídico ;4
bueno;4
posi;4
genial;4
buena;4
bien ;4
buena;4
suave;4
esta bien;4
muy buena;4
bueno;4
bacan;4
pasable;4
interesante ;4
bacan;4
chato;3
normal;3
suave;3
normal;3
chevere;3
normal;3
bien;3
maso;3
más o menos;3
chevere;3
normal;3
chato;3
frío ;3
no mala;3
no se;3
bueno;3
maso;3
diplomático ;3
ta bien;3
chato;3
normal;3
buena;3
normal;3
mas o menos;3
bien;3
normal;3
chato;3
normal;3
neutro;3
esta bien;3
buena;3
regular;3
mas o menos;3
positivo;3
malo;3
normal;3
bueno;3
bueno;3
equis;3
suave ;3
mas o menos;3
ok;3
más o menos ;3
normal;3
más o menos;3
mas o menos;3
mas o menos;3
más o menos;3
ahí nomás;3
suave ;3
no se;3
normal;3
maso;3
regular 3 cuartos;3
maso;3
tengo q conocerlo;3
medio;3
ahí ahí ;3
chance;3
normal ;3
abstengo;3
bien;3
chevere;3
normal;3
normal;3
normal;3
ahi;3
bueno;3
normal;3
más o menos;3
normal;3
da igual;3
so so;3
ni idea;3
normal;3
frio;3
norma;3
no va ni viene ;3
normal;3
no se;3
bueno;3
normal;3
no va ni viene ;3
normal ;3
nota;3
mas o menos;3
normal ;3
normal ;3
maso;3
medio chevere;3
nada;3
rgular ;3
maso;3
tontería ni bien ni mal;3
mas o menos ;3
chato;3
da igual;3
mas o menos;3
maso;3
buenapero no mucho ;3
fresh;3
normal;3
normal;3
pepa;3
maso;3
fresco;3
normal;3
normal ;3
normal;3
normal;3
nada;3
normal;3
neutro;3
normal;3
normal;3
pana;3
normal;3
normal;3
mas o menos;3
normal;3
mas o menos;3
chevere;3
simpatico;3
normal;3
normal;3
esta chato;3
normal;3
hay verificar;3
amable;3
suave ;3
frio;3
frio;3
suave;3
normal;3
bien;3
maso;3
da igual;3
por mejorar;3
normal;3
normal;3
razonable;3
imparcial ;3
lo mismo;3
chevere;3
normal ;3
buena;3
bueno;3
pesimo;3
normal;3
normal;3
regular;3
regular;3
mas o menos;3
no se;3
buenanota;3
suave ;3
normal;3
hay verificar;3
amable;3
suave ;3
frio;3
frio;3
suave;3
normal;3
bien;3
maso;3
da igual;3
por mejorar;3
normal;3
hay verificar;3
amable;3
suave;3
frio;3
frio;3
suave;3
normal;3
bien;3
maso;3
da igual;3
por mejorar;3
normal;3
normal;3
razonable;3
imparcial ;3
lo mismo;3
nada;3
normal ;3
buena;3
bueno;3
pesimo;3
normal;3
normal;3
regular;3
regular;3
mas o menos;3
no sé;3
normal;3
normal;3
amable;3
suave ;3
frio;3
frio;3
suave;3
normal;3
bien;3
maso;3
da igual;3
por mejorar;3
normal;3
normal;3
razonable;3
imparcial ;3
lo mismo;3
chevere;3
normal ;3
buena;3
bueno;3
pesimo;3
normal;3
normal;3
regular;3
regular;3
mas o menos;3
no sé;3
bueno;3
por mejorar;3
normal;3
normal;3
razonable;3
imparcial ;3
mismo;3
chevere;3
normal ;3
buena;3
bueno;3
pesimo;3
ahí;3
normal;3
regular;3
chevere;3
normal;3
bien;3
maso;3
más o menos;3
chevere;3
normalito;3
chato;3
frío ;3
no mala;3
no se;3
normal;3
bien;3
maso;3
más o menos;3
chevere;3
normalito;3
chato;3
frío ;3
no mala;3
no se;3
bueno;3
maso;3
diplomático ;3
ta bien;3
chato;3
normal;3
buena;3
neutral;3
maso;3
bien;3
normal;3
chato;3
normal;3
comentario;3
esta bien;3
buena;3
regular;3
mas o menos;3
basico;3
normal;3
comentario;3
esta bien;3
buena;3
chato;3
normal;3
suave;3
esta lampara;3
chevere;3
normal;3
bien;3
maso;3
más o menos;3
chevere;3
normal;3
chato;3
frío ;3
no mala;3
no se;3
bueno;3
maso;3
diplomático ;3
ta bien;3
chato;3
normal;3
buena;3
normal;3
maso;3
bien;3
normal;3
chato;3
normal;3
comentario;3
esta bien;3
buena;3
regular;3
mas o menos;3
normal;3
normal;3
man;3
buena;3
buena;3
equis;3
suave ;3
mas o menos;3
ok;3
más o menos ;3
normal;3
más o menos;3
mas o menos;3
mas o menos;3
maso;3
ahí nomás;3
suave ;3
no se;3
normal;3
normal;3
normal;3
malo;3
nada;3
buena;3
buena;3
equis;3
suave ;3
mas o menos;3
ok;3
más o menos ;3
normal;3
suave;3
maso;3
mas o menos;3
más o menos;3
ahí nomás;3
suave ;3
ahí;3
buena;3
cumplen;3
mas o menos;3
bien;3
normal;3
chato;3
normal;3
comentario;3
esta bien;3
buena;3
regular;3
maso;3
esta ok;3
malo;3
man;3
buena;3
buena;3
equis;3
suave ;3
mas o menos;3
ok;3
más o menos ;3
normal;3
suave;3
mas o menos;3
mas o menos;3
más o menos;3
ahí nomás;3
suave ;3
normal;3
piteado;2
mal;2
huevada;2
turro ese trip;2
ya posi;2
pésimo;2
carajo;2
horror;2
mala;2
vale verga;2
no la hace;2
malo;2
pendejo;2
falto;2
guevada;2
incomodidad;2
nada ver;2
webada;2
mal;2
falta;2
feo;2
malo;2
mala;2
pendejada;2
tontera;2
son vaina.;2
tontera;2
pésimo ;2
malo;2
maldicion;2
mala;2
mal;2
no me pasa;2
desagrada;2
pésimo;2
tontera;2
indignante;2
malo;2
tonto;2
vaina ;2
pesimo;2
malo;2
se joda ;2
pendejada;2
pésima;2
pesimo;2
cae mal ;2
tontera;2
qué bajón;2
ni más ;2
no gusta ;2
desgracia ;2
terrible;2
huevada;2
guevada;2
cae mal;2
cabrea;2
de a verga;2
huevada;2
peor;2
mala;2
malo;2
mal trip;2
malo;2
malo;2
hueso;2
malo;2
no pega;2
malo;2
mal;2
pendejada;2
turro;2
huevada;2
cae mal;2
mala;2
linda la webada ;2
cae mal;2
un cojudo;2
gaver;2
no gusto;2
tontera;2
inutil;2
cojudo;2
mala;2
huevada;2
cae mal;2
cae mal;2
pendejada;2
 no agrada;2
tonto;2
estoy inconforme;2
cae mal ;2
vale gorro;2
vaina;2
no sirve;2
pésimo;2
malo;2
hecho pedazos;2
malo;2
mala ;2
hecho caca;2
malo;2
vv;2
pésimo ;2
vaina;2
malo;2
mal;2
pésimo ;2
malo;2
malo;2
mala;2
basura;2
asco;2
feo;2
perro;2
huevada;2
malo;2
huevada;2
pendejada ;2
malo;2
mala;2
malo;2
pesima;2
cae mal;2
no gusta;2
lampara;2
mala;2
muy mala;2
malo;2
huevada;2
verga ;2
huevada;2
pésimo;2
mal;2
aguada;2
tontera;2
cae mal;2
mal;2
malo;2
malo;2
terrible ;2
malo;2
cagada;2
bacan;2
pésimo ;2
mala;2
bacan;2
porqueria;2
deplorable;2
malo;2
mala;2
mala;2
mala;2
rabia ;2
bobaso;2
cae mal;2
piteado;2
mal;2
huevada;2
turro ese trip;2
ya posi;2
pésimo;2
carajo;2
horror;2
mala;2
vale verga;2
no la hace;2
malo;2
pendejo;2
le faltó;2
guevada;2
incomodidad;2
nada ver;2
webada;2
mal;2
de a hoja;2
feo;2
malo;2
mala;2
pendejada;2
tontera;2
son vaina.;2
tontera;2
pésimo ;2
queja;2
maldicion;2
mala;2
mal;2
malo;2
hecho pedazos;2
malo;2
mala ;2
hecho caca;2
malo;2
vv;2
pésimo ;2
vaina;2
malo;2
cae mal;2
pésimo ;2
fundir el ceño ;2
malo;2
mala;2
basura;2
asco;2
feo;2
perro;2
huevada;2
malo;2
huevada;2
pendejada ;2
malo;2
mala;2
malo;2
pesima;2
cae mal;2
no gusta;2
lampara;2
mala;2
muy mala;2
enojo y respeto;2
huevada;2
verga ;2
huevada;2
pésimo;2
mala cara;2
aguada;2
tontera;2
cae mal;2
mal;2
malo;2
malo;2
terrible ;2
malo;2
cagada;2
bacan;2
pésimo ;2
mala;2
bacan;2
porqueria;2
deplorable;2
mal;2
malo;2
malo;2
terrible ;2
malo;2
cagada;2
bacan;2
pésimo ;2
mala;2
bacan;2
porqueria;2
malisima;2
mal;2
piteado;2
mal;2
huevada;2
turro ese trip;2
ya posi;2
pésimo;2
carajo;2
horror;2
mala;2
vale verga;2
no la hace;2
malo;2
pendejo;2
le faltó;2
guevada;2
incomodidad;2
nada ver;2
webada;2
mal;2
de a hoja;2
achilier;2
malo;2
mala;2
pendejada;2
tontera;2
terrible ;2
malo;2
cagada;2
bacan;2
pésimo ;2
hueso;2
bacan;2
porqueria;2
malo;2
cae mal;2
piteado;2
mal;2
huevada;2
turro ese trip;2
ya posi;2
pésimo;2
carajo;2
horror;2
mala;2
vale verga;2
no la hace;2
malo;2
pendejo;2
le faltó;2
guevada;2
hueso;2
nada ver;2
webada;2
mal;2
malo;2
feo;2
malo;2
mal;2
pendejada;2
piteado;2
mal;2
huevada;2
mal trip;2
ya posi;2
pésimo;2
carajo;2
horror;2
mala;2
vale verga;2
no la hace;2
malo;2
pendejo;2
le faltó;2
guevada;2
incomodidad;2
nada que ver;2
webada;2
mal;2
de a hoja;2
feo;2
malo;2
mala calidad;2
pendejada;2
tontera;2
son vaina.;2
tontera;2
pésimo ;2
queja;2
maldicion;2
nada que ver;2
mal;2
no la trago;2
no agrada;2
pésimo;2
tontera;2
indignante;2
malo;2
tonto;2
vaina ;2
pesimo;2
malo;2
se joda ;2
malo;2
pésima;2
pesimo;2
cae mal ;2
tontera;2
mal trip;2
ni más ;2
no gusta ;2
desgracia;2
terrible;2
huevada;2
webada;2
mal;2
de a hoja;2
feo;2
malo;2
mala;2
pendejada;2
tontera;2
terrible ;2
malo;2
cagada;2
bacan;2
nada que ver;2
mala;2
bacan;2
porqueria;2
malo;2
vales;1
vale gaver;1
mierda;1
mal trip;1
piteado;1
nefasto;1
no jodas;1
asco;1
mierda;1
cara de verga;1
hueso;1
pésimo;1
vale verga ;1
peor;1
batracio;1
inconforme;1
peor;1
verga;1
huevada;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo ;1
huevada;1
se pasa;1
porqueria;1
miércol;1
terrible ;1
pesimo;1
porqueria;1
basura ;1
verga;1
pendejada;1
pesimo;1
pésimo;1
pendejada;1
malisima;1
deplorable;1
porqueria;1
huevada ;1
terrible;1
esto detestable ;1
de a bolsa;1
peor;1
porqueria;1
de lo ultimo;1
huevada;1
fatal pésimo ;1
mierda ;1
tontería ;1
horrible ;1
porqueria;1
horror;1
porqueria;1
pendejada;1
vale trozo;1
vale trosos;1
vale reverga;1
mierda;1
porqueria ;1
pésima;1
pésimo ;1
malisimo;1
pesima;1
pésimo;1
porqueria;1
verga;1
como la verga;1
pesimo;1
turro;1
cae verga;1
batracio;1
vale pichita;1
asco;1
peor;1
valer varilla;1
vale verga;1
vale verga;1
vale trozo;1
malo;1
mierda;1
webada ;1
huevada;1
emelec;1
pendejada;1
chuzo;1
porqueria ;1
peorsito;1
fatal ;1
bola de idiotas ;1
no opino;1
no lo soporto;1
vale trozo;1
porquería;1
porqueriamas;1
de lo ultimo;1
pésimo;1
malaso;1
hecho masa;1
horrible ;1
vale pieza;1
desagradable;1
vale mil hectareas;1
horrible;1
malisima;1
mal plan;1
cae mal;1
ridícula ;1
de a verga;1
de a bolsa;1
grilla;1
porqueria;1
webada;1
horrible;1
zorro;1
chucha;1
espantoso;1
verga;1
pesima ;1
pesimo;1
porqueria;1
pesima;1
detestable;1
son caca ;1
esta mal;1
valió ;1
horrible;1
insoportale;1
mierda;1
vale verga;1
webada ;1
huevada;1
del asco;1
malo;1
horroroso;1
huevada;1
vale paloma;1
pesimo;1
desastre;1
pesimo;1
mierda;1
de lo ultimo ;1
verga;1
bacan;1
terrible ;1
pesima ;1
malo;1
payasada;1
pesimo;1
pesimo;1
pesima;1
vale verga ;1
peor;1
batracio;1
mierda;1
peor;1
verga;1
se pasa;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo ;1
huevada;1
porqueria;1
verga;1
mierda;1
terrible ;1
mierda;1
porqueria;1
basura ;1
verga;1
pendejada;1
pesimo;1
pésimo;1
pendejada;1
malisima;1
deplorable;1
porqueria;1
huevada ;1
terrible;1
esto detestable ;1
de a bolsa;1
esptupidez;1
porqueria;1
de lo ultimo;1
huevada;1
fatal pésimo ;1
mierda ;1
tontería ;1
horrible ;1
porqueria;1
turro;1
porqueria;1
pendejada;1
mierda;1
vale trosos;1
vale reverga;1
mierda;1
porqueria ;1
pésima;1
pésimo ;1
vale emelec;1
como la verga;1
pésimo;1
porqueria;1
verga;1
como la verga;1
pesimo;1
turro;1
cae verga;1
batracio;1
vale pichita;1
asco;1
peor;1
valer varilla;1
vale verga;1
escoria;1
q hecho trozo;1
malo;1
mierda;1
webada ;1
da pena;1
vale ;1
pendejada;1
chuzo;1
porqueria ;1
peorsito;1
como la verga;1
verga;1
de a bolsa;1
porqueria;1
pesima;1
detestable;1
son caca ;1
esta mal;1
valió ;1
horrible;1
insoportable;1
enoja;1
vale verga;1
webada ;1
huevada;1
del asco;1
mala cara;1
verga;1
huevada;1
la odio;1
pesimo;1
desastre;1
fatal;1
mierda;1
de lo ultimo;1
verga;1
bacan;1
terrible ;1
pesima ;1
malo;1
payasada;1
pesimo;1
vv;1
pesimo;1
vale verga ;1
peor;1
batracio;1
inconforme;1
peor;1
verga;1
se pasa;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo ;1
huevada;1
porqueria;1
porqueria;1
miércol;1
terrible ;1
vv;1
porqueria;1
basura ;1
verga;1
pendejada;1
pesimo;1
pésimo;1
pendejada;1
malisima;1
deplorable;1
porqueria;1
huevada ;1
terrible;1
no vale;1
mierda;1
lampara;1
piteado;1
nefasto;1
no jodas;1
asco;1
peor;1
cara de verga;1
hueso;1
verga;1
vale verga ;1
peor;1
batracio;1
vv;1
peor;1
verga;1
se pasa;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo ;1
huevada;1
porqueria;1
porqueria;1
miércol;1
terrible ;1
maricon;1
no vale;1
mierda;1
pesimo;1
piteado;1
nefasto;1
no jodas;1
asco;1
peor;1
cara de verga;1
hueso;1
pésimo;1
vale verga ;1
peor;1
batracio;1
inconforme;1
peor;1
verga;1
se pasa;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo;1
huevada;1
mierda;1
mierda;1
miércol;1
terrible ;1
reclamo;1
porqueria;1
basura ;1
cojudo;1
pésimo;1
vale verga ;1
peor;1
batracio;1
inconforme;1
peor;1
verga;1
se pasa;1
vale gaver;1
malísimo ;1
pesimo;1
pesimo ;1
huevada;1
porqueria;1
porqueria;1
miércol;1
terrible ;1
reclamo;1
no vale;1
mierda;1
vale verga;1
piteado;1
nefasto;1
no jodas;1
asco;1
peor;1
cara de verga;1
hueso;1
pésimo;1
vale verga ;1
peor;1
batracio;1
inconforme;1
peor;1
verga;1
cheverisimo;5
bacansisimo;5
bakansisimo;5
excelente;5
maximo;5
pepisima;5
super;5
genial;5
increible;5
del puctas;5
buenazo;5
buenaso;5
buenisimo;5
el éxito;5
el éxito;5
la joda;5
epico;5
épico;5
la pinta;5
chévere;5
chevere;5
posi;4
positivo;4
positiva;4
bacán;4
bacano;4
bacana;4
bacanada;4
bakan;4
bakano;4
bakanada;4
chepo;4
pepa;4
propio;4
cool;4
normal;3
nada;3
lo mismo;3
nada nuevo;3
malo;2
negativo;2
ignorante;2
pelucon;2
cholo;2
negro;2
lento;2
tonto;2
estupido;2
arrogante;2
vendido;2
vago;2
ricos;2
ricachon;2
pobre;2
pichagua;2
pinchagua;2
bobo;2
trozo;2
bolsa;2
hueso;2
pichita;2
picha;2
pichuela;2
indio;2
montubio;2
puta;1
webada;1
verga;1
huevada;1
webada;1
porqueria;1
basura;1
borrego;1
perro;1
zorro;1
burropositor;1
burropositores;1
descerebrado;1
ladron;1
tarrinero;1
tarrinera;1
ladrona;1
corrupto;1
chucha;1
choro;1
retrasado;1
corrupta;1
miserable;1
rata;1
puto;1
perra;1
grilla;1
grillo;1
berga;1
pela;1
pelador;1
sable;1
vale pistola;1
vales pistola;1
